Crime_Type,Severity_Level,Date,Time,Day_of_Week,Month,Year,Time_Slot,City,State,Police_Station_Area,Age_Group_Mostly_Affected,Population_Density,Previous_Crimes_Area,Police_Station_Distance,Patrol_Intensity,Victim_Gender,city_norm,state_norm,expected_lat,expected_lon,dist_to_expected_km,matched_type,Latitude_fixed,Longitude_fixed
Drug Offense,High,12-04-2021,00:25,Monday,10,2025,Night,Jaipur,Rajasthan,West,Adult (36-55),5693,62,6.48,High,Other,jaipur,uttar pradesh,26.9124,75.7873,983.5854375,city_only,26.9124,75.7873
Murder,Critical,23-08-2023,02:33,Wednesday,1,2023,Evening,Chennai,Tamil Nadu,East,Child (0-12),15601,29,1.82,High,Female,chennai,karnataka,13.0827,80.2707,2341.652651,city_only,13.0827,80.2707
Robbery,High,04-12-2021,14:54,Sunday,7,2023,Night,Ahmedabad,Gujarat,East,Adult (36-55),13257,49,7.43,Medium,Other,ahmedabad,tamil nadu,23.0225,72.5714,1557.140918,city_only,23.0225,72.5714
Cybercrime,Critical,11-03-2021,13:02,Monday,12,2023,Evening,Bangalore,Karnataka,East,Young Adult (20-35),18446,97,7.8,Low,Male,bangalore,gujarat,12.9716,77.5946,2430.179805,city_only,12.9716,77.5946
Vandalism,High,30-09-2021,22:15,Wednesday,10,2024,Afternoon,Delhi,Delhi,South,Young Adult (20-35),28974,51,17.6,Low,Other,delhi,telangana,28.6139,77.209,867.4458373,city_only,28.6139,77.209
Drug Offense,Critical,16-05-2023,14:05,Wednesday,2,2021,Night,Chennai,Tamil Nadu,West,Child (0-12),12245,92,16.02,Low,Male,chennai,maharashtra,13.0827,80.2707,1514.624422,city_only,13.0827,80.2707
Murder,Critical,24-04-2022,00:30,Thursday,4,2023,Morning,Delhi,Delhi,West,Child (0-12),18045,81,8.1,High,Male,delhi,telangana,28.6139,77.209,997.5135935,city_only,28.6139,77.209
Drug Offense,High,26-04-2024,14:52,Monday,7,2023,Evening,Ahmedabad,Gujarat,West,Senior (56+),20888,28,8.56,High,Other,ahmedabad,gujarat,23.0225,72.5714,4.243831521,city_state,23.0225,72.5714
Domestic Violence,Critical,17-11-2024,19:11,Sunday,11,2021,Afternoon,Lucknow,Uttar Pradesh,West,Young Adult (20-35),28365,59,6.92,Medium,Female,lucknow,karnataka,26.8467,80.9462,1168.71854,city_only,26.8467,80.9462
Murder,Low,16-06-2021,11:23,Thursday,6,2024,Evening,Chennai,Tamil Nadu,Central,Child (0-12),28967,87,0.69,Low,Other,chennai,uttar pradesh,13.0827,80.2707,1547.888699,city_only,13.0827,80.2707
Theft,Medium,27-03-2021,00:26,Friday,2,2021,Afternoon,Kolkata,West Bengal,Central,Teen (13-19),20981,28,16.22,Medium,Male,kolkata,telangana,22.5726,88.3639,1053.694538,city_only,22.5726,88.3639
Theft,Critical,26-06-2022,11:56,Friday,5,2022,Night,Delhi,Delhi,Central,Teen (13-19),26792,37,0.27,Low,Female,delhi,delhi,28.6139,77.209,2.752511295,city_state,28.6139,77.209
Murder,High,03-09-2021,05:30,Friday,8,2025,Afternoon,Ahmedabad,Gujarat,North,Child (0-12),8315,44,5.08,Medium,Female,ahmedabad,maharashtra,23.0225,72.5714,286.577536,city_only,23.0225,72.5714
Fraud,High,13-11-2024,12:34,Thursday,1,2021,Morning,Kolkata,West Bengal,South,Teen (13-19),13726,53,9.68,Low,Male,kolkata,uttar pradesh,22.5726,88.3639,1604.273765,city_only,22.5726,88.3639
Vandalism,High,15-11-2022,14:57,Tuesday,11,2022,Night,Lucknow,Uttar Pradesh,North,Senior (56+),16102,45,14.72,Medium,Female,lucknow,gujarat,26.8467,80.9462,681.8783076,city_only,26.8467,80.9462
Assault,Low,04-04-2021,03:33,Monday,8,2021,Evening,Jaipur,Rajasthan,South,Adult (36-55),10503,62,0.41,Medium,Other,jaipur,tamil nadu,26.9124,75.7873,1592.217953,city_only,26.9124,75.7873
Robbery,Critical,14-11-2021,19:59,Sunday,11,2023,Evening,Kolkata,West Bengal,South,Child (0-12),20297,30,19.59,Medium,Male,kolkata,uttar pradesh,22.5726,88.3639,853.4582332,city_only,22.5726,88.3639
Robbery,Medium,22-01-2021,02:23,Tuesday,6,2021,Afternoon,Kolkata,West Bengal,West,Teen (13-19),20974,6,18.36,Medium,Male,kolkata,telangana,22.5726,88.3639,715.3348962,city_only,22.5726,88.3639
Domestic Violence,Critical,02-04-2025,22:28,Wednesday,3,2024,Night,Ahmedabad,Gujarat,Central,Teen (13-19),6577,88,0.48,Low,Male,ahmedabad,delhi,23.0225,72.5714,1525.475195,city_only,23.0225,72.5714
Fraud,Low,07-08-2021,04:43,Sunday,12,2025,Afternoon,Bangalore,Karnataka,East,Teen (13-19),9401,79,15.11,Low,Female,bangalore,rajasthan,12.9716,77.5946,467.0630494,city_only,12.9716,77.5946
Theft,High,04-10-2025,01:44,Tuesday,8,2023,Evening,Ahmedabad,Gujarat,North,Teen (13-19),21634,47,1.52,Medium,Female,ahmedabad,uttar pradesh,23.0225,72.5714,1473.096581,city_only,23.0225,72.5714
Assault,Low,09-01-2025,22:47,Monday,5,2025,Night,Lucknow,Uttar Pradesh,East,Child (0-12),15921,33,19.62,High,Female,lucknow,tamil nadu,26.8467,80.9462,1088.518129,city_only,26.8467,80.9462
Domestic Violence,Critical,02-09-2024,08:51,Sunday,2,2023,Morning,Chennai,Tamil Nadu,East,Senior (56+),5014,40,11.48,High,Female,chennai,rajasthan,13.0827,80.2707,1298.985924,city_only,13.0827,80.2707
Fraud,Medium,04-12-2022,02:14,Monday,6,2021,Afternoon,Lucknow,Uttar Pradesh,Central,Adult (36-55),17658,56,14.73,High,Other,lucknow,uttar pradesh,26.8467,80.9462,5.015932447,city_state,26.8467,80.9462
Robbery,Low,22-10-2023,09:06,Saturday,2,2022,Night,Ahmedabad,Gujarat,West,Child (0-12),6829,8,14.87,Low,Other,ahmedabad,tamil nadu,23.0225,72.5714,1484.235269,city_only,23.0225,72.5714
Drug Offense,Critical,02-09-2023,09:04,Saturday,10,2021,Night,Bangalore,Karnataka,Central,Senior (56+),8386,98,12.25,Medium,Male,bangalore,tamil nadu,12.9716,77.5946,2595.306074,city_only,12.9716,77.5946
Domestic Violence,High,31-07-2024,04:14,Friday,3,2024,Afternoon,Jaipur,Rajasthan,Central,Child (0-12),26340,61,3.92,Low,Male,jaipur,maharashtra,26.9124,75.7873,1226.380953,city_only,26.9124,75.7873
Drug Offense,Low,02-11-2021,13:23,Saturday,9,2021,Evening,Ahmedabad,Gujarat,East,Teen (13-19),9221,12,16.32,Medium,Other,ahmedabad,tamil nadu,23.0225,72.5714,1458.889801,city_only,23.0225,72.5714
Domestic Violence,Low,25-09-2023,10:29,Monday,10,2023,Evening,Hyderabad,Telangana,East,Teen (13-19),17480,91,16.56,High,Female,hyderabad,uttar pradesh,17.385,78.4867,836.5294505,city_only,17.385,78.4867
Assault,Medium,28-03-2021,16:37,Sunday,6,2022,Morning,Pune,Maharashtra,South,Teen (13-19),15530,11,14.75,Medium,Female,pune,tamil nadu,18.5204,73.8567,1173.196309,city_only,18.5204,73.8567
Vandalism,High,22-12-2023,12:45,Tuesday,6,2023,Night,Lucknow,Uttar Pradesh,North,Adult (36-55),18105,68,12.05,Low,Male,lucknow,uttar pradesh,26.8467,80.9462,4.918518052,city_state,26.8467,80.9462
Cybercrime,Critical,11-10-2024,05:46,Monday,12,2023,Morning,Delhi,Delhi,Central,Adult (36-55),20577,61,8.01,Low,Male,delhi,maharashtra,28.6139,77.209,1436.79389,city_only,28.6139,77.209
Fraud,High,18-11-2022,12:45,Friday,9,2021,Evening,Lucknow,Uttar Pradesh,East,Child (0-12),22156,60,19.89,Low,Male,lucknow,telangana,26.8467,80.9462,1136.815675,city_only,26.8467,80.9462
Fraud,Critical,02-05-2022,21:01,Friday,11,2021,Evening,Lucknow,Uttar Pradesh,East,Senior (56+),13888,44,4.25,Low,Male,lucknow,rajasthan,26.8467,80.9462,698.3043595,city_only,26.8467,80.9462
Burglary,Medium,27-05-2023,10:05,Friday,10,2021,Morning,Chennai,Tamil Nadu,West,Teen (13-19),6863,2,13.18,Low,Male,chennai,karnataka,13.0827,80.2707,478.3752281,city_only,13.0827,80.2707
Burglary,Critical,12-11-2023,12:11,Monday,2,2025,Morning,Chennai,Tamil Nadu,East,Adult (36-55),27829,90,6.3,Medium,Female,chennai,delhi,13.0827,80.2707,2567.274088,city_only,13.0827,80.2707
Burglary,Critical,08-10-2024,10:19,Sunday,7,2022,Night,Delhi,Delhi,North,Teen (13-19),13235,28,13.02,High,Other,delhi,maharashtra,28.6139,77.209,1867.453743,city_only,28.6139,77.209
Vandalism,Critical,22-04-2022,13:58,Wednesday,6,2023,Night,Delhi,Delhi,Central,Senior (56+),12839,89,9.95,High,Other,delhi,maharashtra,28.6139,77.209,1599.333612,city_only,28.6139,77.209
Domestic Violence,Critical,11-04-2022,04:48,Saturday,1,2022,Morning,Bangalore,Karnataka,North,Senior (56+),5078,49,1.42,Low,Female,bangalore,gujarat,12.9716,77.5946,1129.450841,city_only,12.9716,77.5946
Drug Offense,Medium,22-06-2022,00:22,Monday,9,2022,Morning,Kolkata,West Bengal,East,Young Adult (20-35),26993,66,7.9,Low,Other,kolkata,rajasthan,22.5726,88.3639,1653.288266,city_only,22.5726,88.3639
Murder,Low,27-04-2025,19:38,Saturday,6,2024,Night,Delhi,Delhi,North,Teen (13-19),21802,94,18.27,High,Male,delhi,west bengal,28.6139,77.209,1591.704601,city_only,28.6139,77.209
Assault,High,27-07-2023,01:24,Saturday,5,2025,Afternoon,Chennai,Tamil Nadu,West,Young Adult (20-35),28922,93,0.94,Low,Female,chennai,telangana,13.0827,80.2707,2705.134615,city_only,13.0827,80.2707
Assault,Critical,21-12-2021,21:20,Tuesday,10,2023,Afternoon,Delhi,Delhi,Central,Child (0-12),17123,13,17.58,Medium,Other,delhi,maharashtra,28.6139,77.209,1117.366954,city_only,28.6139,77.209
Domestic Violence,High,16-10-2021,17:22,Sunday,11,2024,Evening,Mumbai,Maharashtra,East,Young Adult (20-35),16947,55,11.33,Low,Female,mumbai,gujarat,19.076,72.8777,2450.582475,city_only,19.076,72.8777
Robbery,Low,14-01-2025,00:24,Sunday,12,2024,Morning,Lucknow,Uttar Pradesh,East,Child (0-12),6570,43,5,Medium,Male,lucknow,telangana,26.8467,80.9462,608.2234872,city_only,26.8467,80.9462
Cybercrime,Medium,11-03-2022,17:29,Tuesday,2,2021,Evening,Delhi,Delhi,West,Senior (56+),18556,36,12.97,Low,Other,delhi,gujarat,28.6139,77.209,1115.950132,city_only,28.6139,77.209
Theft,Low,08-04-2025,16:29,Saturday,8,2022,Evening,Kolkata,West Bengal,South,Teen (13-19),7415,43,17.5,Medium,Other,kolkata,uttar pradesh,22.5726,88.3639,1569.349076,city_only,22.5726,88.3639
Robbery,Medium,04-02-2025,03:31,Wednesday,10,2024,Afternoon,Delhi,Delhi,Central,Teen (13-19),11502,93,13.59,High,Female,delhi,maharashtra,28.6139,77.209,1162.926301,city_only,28.6139,77.209
Theft,Critical,16-06-2022,12:04,Monday,9,2021,Morning,Delhi,Delhi,East,Teen (13-19),7403,3,16.59,Medium,Male,delhi,maharashtra,28.6139,77.209,150.2034617,city_only,28.6139,77.209
Fraud,Critical,13-05-2024,04:40,Friday,11,2023,Morning,Ahmedabad,Gujarat,West,Teen (13-19),16632,89,7.69,High,Male,ahmedabad,gujarat,23.0225,72.5714,1.69183755,city_state,23.0225,72.5714
Theft,Critical,25-04-2022,14:17,Monday,9,2022,Afternoon,Hyderabad,Telangana,Central,Young Adult (20-35),18621,58,9.95,Low,Other,hyderabad,tamil nadu,17.385,78.4867,1960.370446,city_only,17.385,78.4867
Burglary,Critical,26-02-2023,23:17,Tuesday,8,2022,Morning,Hyderabad,Telangana,Central,Young Adult (20-35),27753,83,12,Low,Other,hyderabad,maharashtra,17.385,78.4867,2108.500113,city_only,17.385,78.4867
Murder,Low,08-04-2022,06:16,Monday,7,2024,Afternoon,Bangalore,Karnataka,West,Teen (13-19),11422,95,8.11,Medium,Other,bangalore,maharashtra,12.9716,77.5946,1964.01524,city_only,12.9716,77.5946
Cybercrime,Critical,23-10-2024,20:09,Sunday,3,2024,Morning,Lucknow,Uttar Pradesh,East,Child (0-12),17041,11,16.56,Medium,Female,lucknow,maharashtra,26.8467,80.9462,430.0695709,city_only,26.8467,80.9462
Domestic Violence,Critical,22-03-2024,10:15,Tuesday,3,2021,Evening,Delhi,Delhi,Central,Child (0-12),24217,76,18.15,Medium,Female,delhi,maharashtra,28.6139,77.209,1104.6313,city_only,28.6139,77.209
Vandalism,High,01-09-2021,16:01,Wednesday,10,2025,Night,Pune,Maharashtra,North,Teen (13-19),15541,20,1.4,Medium,Female,pune,west bengal,18.5204,73.8567,1796.669612,city_only,18.5204,73.8567
Fraud,Critical,17-02-2023,04:06,Sunday,2,2025,Afternoon,Pune,Maharashtra,North,Teen (13-19),11055,59,10.06,Medium,Female,pune,maharashtra,18.5204,73.8567,5.948356133,city_state,18.5204,73.8567
Fraud,Critical,11-08-2022,20:26,Wednesday,5,2025,Morning,Kolkata,West Bengal,Central,Young Adult (20-35),13367,89,2.81,Low,Male,kolkata,maharashtra,22.5726,88.3639,1492.845093,city_only,22.5726,88.3639
Domestic Violence,Medium,29-10-2022,02:47,Monday,11,2024,Evening,Hyderabad,Telangana,North,Adult (36-55),18499,98,9.42,Low,Male,hyderabad,maharashtra,17.385,78.4867,2179.392708,city_only,17.385,78.4867
Robbery,High,10-12-2024,19:04,Thursday,12,2025,Afternoon,Mumbai,Maharashtra,North,Young Adult (20-35),25983,65,17.14,High,Male,mumbai,gujarat,19.076,72.8777,2035.143232,city_only,19.076,72.8777
Murder,Medium,26-04-2023,03:35,Sunday,6,2023,Afternoon,Ahmedabad,Gujarat,West,Senior (56+),9020,6,16.97,High,Female,ahmedabad,west bengal,23.0225,72.5714,2271.694079,city_only,23.0225,72.5714
Burglary,High,24-10-2022,14:14,Friday,3,2024,Afternoon,Pune,Maharashtra,West,Child (0-12),14199,7,9.65,Low,Other,pune,west bengal,18.5204,73.8567,522.7353358,city_only,18.5204,73.8567
Domestic Violence,Low,10-11-2024,05:35,Thursday,7,2021,Morning,Chennai,Tamil Nadu,West,Adult (36-55),5931,25,2.47,Medium,Male,chennai,uttar pradesh,13.0827,80.2707,2468.915664,city_only,13.0827,80.2707
Vandalism,Medium,12-07-2021,03:05,Friday,9,2024,Afternoon,Mumbai,Maharashtra,South,Adult (36-55),29522,14,11.94,High,Female,mumbai,tamil nadu,19.076,72.8777,1586.233591,city_only,19.076,72.8777
Cybercrime,Medium,09-08-2022,20:36,Saturday,11,2022,Morning,Chennai,Tamil Nadu,West,Young Adult (20-35),17954,13,8.83,High,Male,chennai,uttar pradesh,13.0827,80.2707,2111.90934,city_only,13.0827,80.2707
Murder,Medium,30-08-2025,21:15,Monday,4,2024,Night,Mumbai,Maharashtra,North,Child (0-12),17909,95,13.67,High,Male,mumbai,karnataka,19.076,72.8777,1163.456278,city_only,19.076,72.8777
Domestic Violence,Low,24-11-2021,23:37,Friday,10,2022,Morning,Mumbai,Maharashtra,North,Teen (13-19),29649,0,13.66,Low,Other,mumbai,karnataka,19.076,72.8777,477.1522938,city_only,19.076,72.8777
Drug Offense,High,26-12-2021,10:59,Saturday,3,2023,Evening,Kolkata,West Bengal,West,Adult (36-55),15956,27,9.74,Medium,Male,kolkata,uttar pradesh,22.5726,88.3639,854.331832,city_only,22.5726,88.3639
Fraud,High,12-07-2021,16:57,Thursday,8,2022,Evening,Kolkata,West Bengal,East,Child (0-12),21018,49,11.46,High,Other,kolkata,maharashtra,22.5726,88.3639,1408.925936,city_only,22.5726,88.3639
Drug Offense,Low,19-11-2024,05:29,Sunday,1,2021,Night,Hyderabad,Telangana,North,Teen (13-19),18927,5,10.22,Low,Other,hyderabad,telangana,17.385,78.4867,3.081226748,city_state,17.385,78.4867
Assault,High,31-03-2023,09:58,Wednesday,3,2024,Night,Hyderabad,Telangana,Central,Senior (56+),10332,78,19.12,Medium,Male,hyderabad,delhi,17.385,78.4867,1469.909971,city_only,17.385,78.4867
Fraud,Critical,13-08-2021,11:34,Thursday,5,2022,Night,Jaipur,Rajasthan,East,Adult (36-55),9562,86,2.8,High,Other,jaipur,gujarat,26.9124,75.7873,2171.103717,city_only,26.9124,75.7873
Vandalism,Medium,05-03-2023,13:38,Tuesday,4,2024,Evening,Lucknow,Uttar Pradesh,West,Child (0-12),24946,17,6.25,Low,Other,lucknow,rajasthan,26.8467,80.9462,1047.634567,city_only,26.8467,80.9462
Burglary,High,05-06-2024,14:04,Saturday,2,2024,Night,Lucknow,Uttar Pradesh,Central,Senior (56+),17833,66,12.76,High,Male,lucknow,karnataka,26.8467,80.9462,981.5414347,city_only,26.8467,80.9462
Theft,Low,31-10-2022,15:14,Saturday,3,2022,Morning,Mumbai,Maharashtra,West,Adult (36-55),14990,19,4.58,Low,Female,mumbai,west bengal,19.076,72.8777,324.4483145,city_only,19.076,72.8777
Domestic Violence,Medium,09-11-2023,05:49,Tuesday,9,2023,Morning,Delhi,Delhi,South,Teen (13-19),18329,99,19.41,Medium,Male,delhi,telangana,28.6139,77.209,590.3793824,city_only,28.6139,77.209
Fraud,Low,15-02-2025,22:09,Saturday,11,2021,Morning,Hyderabad,Telangana,South,Teen (13-19),18933,22,3.52,Medium,Female,hyderabad,west bengal,17.385,78.4867,761.2258248,city_only,17.385,78.4867
Murder,Medium,07-01-2021,11:33,Monday,12,2025,Night,Mumbai,Maharashtra,North,Child (0-12),27648,39,16.75,Medium,Female,mumbai,maharashtra,19.076,72.8777,1.548382827,city_state,19.076,72.8777
Fraud,Medium,10-04-2023,22:56,Friday,10,2022,Evening,Delhi,Delhi,East,Adult (36-55),24339,32,15.02,High,Male,delhi,karnataka,28.6139,77.209,490.9313443,city_only,28.6139,77.209
Murder,High,20-11-2023,03:30,Monday,12,2022,Evening,Lucknow,Uttar Pradesh,North,Senior (56+),23394,33,3.77,Medium,Female,lucknow,telangana,26.8467,80.9462,1233.662193,city_only,26.8467,80.9462
Cybercrime,Low,07-02-2022,23:45,Tuesday,2,2024,Night,Lucknow,Uttar Pradesh,West,Adult (36-55),29601,8,5.39,High,Male,lucknow,maharashtra,26.8467,80.9462,892.9622264,city_only,26.8467,80.9462
Domestic Violence,Critical,11-01-2024,09:38,Monday,5,2024,Evening,Mumbai,Maharashtra,West,Young Adult (20-35),27420,25,2.12,Low,Female,mumbai,west bengal,19.076,72.8777,1620.802117,city_only,19.076,72.8777
Theft,Critical,09-04-2024,01:01,Saturday,6,2022,Morning,Ahmedabad,Gujarat,Central,Child (0-12),10972,23,8.94,Medium,Male,ahmedabad,uttar pradesh,23.0225,72.5714,2180.372308,city_only,23.0225,72.5714
Assault,Critical,06-06-2021,08:48,Tuesday,2,2022,Afternoon,Bangalore,Karnataka,South,Adult (36-55),12651,96,4.03,Medium,Male,bangalore,telangana,12.9716,77.5946,626.368736,city_only,12.9716,77.5946
Vandalism,Medium,05-01-2023,06:12,Monday,2,2025,Night,Hyderabad,Telangana,South,Adult (36-55),17203,11,18.51,High,Other,hyderabad,rajasthan,17.385,78.4867,828.7265874,city_only,17.385,78.4867
Vandalism,Critical,15-08-2024,23:56,Thursday,9,2022,Afternoon,Hyderabad,Telangana,Central,Child (0-12),10037,85,0.2,Low,Other,hyderabad,uttar pradesh,17.385,78.4867,1599.483132,city_only,17.385,78.4867
Burglary,Low,06-06-2025,03:37,Wednesday,3,2021,Afternoon,Delhi,Delhi,North,Adult (36-55),14296,91,8.86,High,Other,delhi,karnataka,28.6139,77.209,935.9257015,city_only,28.6139,77.209
Fraud,Low,15-11-2024,13:28,Sunday,10,2023,Afternoon,Ahmedabad,Gujarat,South,Teen (13-19),6961,9,0.86,Low,Male,ahmedabad,gujarat,23.0225,72.5714,4.548631038,city_state,23.0225,72.5714
Fraud,Medium,24-10-2024,04:09,Friday,4,2025,Night,Delhi,Delhi,West,Teen (13-19),7006,9,6.49,Low,Female,delhi,uttar pradesh,28.6139,77.209,606.5960074,city_only,28.6139,77.209
Theft,Low,05-12-2024,04:53,Monday,5,2021,Evening,Hyderabad,Telangana,East,Child (0-12),28687,89,10.77,High,Female,hyderabad,karnataka,17.385,78.4867,2622.505619,city_only,17.385,78.4867
Theft,Medium,13-03-2025,01:13,Saturday,12,2025,Afternoon,Jaipur,Rajasthan,South,Teen (13-19),6011,73,14.17,Low,Other,jaipur,telangana,26.9124,75.7873,1527.132753,city_only,26.9124,75.7873
Domestic Violence,Medium,18-09-2021,18:22,Monday,3,2021,Morning,Lucknow,Uttar Pradesh,North,Senior (56+),27083,10,2.51,Medium,Male,lucknow,west bengal,26.8467,80.9462,1412.351403,city_only,26.8467,80.9462
Burglary,Medium,24-03-2023,04:23,Sunday,1,2023,Evening,Chennai,Tamil Nadu,West,Teen (13-19),15541,77,8.12,Medium,Other,chennai,west bengal,13.0827,80.2707,2895.60103,city_only,13.0827,80.2707
Cybercrime,High,13-02-2025,10:40,Wednesday,12,2024,Evening,Chennai,Tamil Nadu,South,Teen (13-19),6938,90,11.3,Low,Female,chennai,karnataka,13.0827,80.2707,1686.550552,city_only,13.0827,80.2707
Domestic Violence,Critical,20-12-2021,11:18,Wednesday,4,2025,Morning,Hyderabad,Telangana,West,Senior (56+),22779,40,18.92,High,Female,hyderabad,telangana,17.385,78.4867,2.504379264,city_state,17.385,78.4867
Drug Offense,Critical,05-04-2021,02:42,Sunday,10,2021,Night,Hyderabad,Telangana,East,Young Adult (20-35),26121,30,17.28,High,Male,hyderabad,tamil nadu,17.385,78.4867,78.86545282,city_only,17.385,78.4867
Fraud,High,04-05-2021,05:44,Wednesday,7,2023,Morning,Pune,Maharashtra,South,Senior (56+),25307,95,14.08,Medium,Other,pune,karnataka,18.5204,73.8567,775.5616163,city_only,18.5204,73.8567
Drug Offense,Medium,03-01-2025,01:23,Thursday,11,2021,Morning,Lucknow,Uttar Pradesh,North,Young Adult (20-35),20826,64,14.43,High,Other,lucknow,maharashtra,26.8467,80.9462,1957.154982,city_only,26.8467,80.9462
Fraud,Medium,30-06-2024,12:29,Tuesday,5,2025,Evening,Delhi,Delhi,East,Child (0-12),6882,81,10.65,High,Male,delhi,karnataka,28.6139,77.209,2490.497749,city_only,28.6139,77.209
Fraud,Critical,30-05-2022,17:56,Saturday,10,2021,Evening,Lucknow,Uttar Pradesh,North,Child (0-12),25010,71,15.66,High,Male,lucknow,gujarat,26.8467,80.9462,1246.8552,city_only,26.8467,80.9462
Drug Offense,High,21-01-2025,04:48,Friday,2,2021,Evening,Chennai,Tamil Nadu,South,Young Adult (20-35),28987,88,5.63,High,Female,chennai,karnataka,13.0827,80.2707,1503.535294,city_only,13.0827,80.2707
Burglary,Low,24-05-2024,22:32,Saturday,2,2021,Night,Bangalore,Karnataka,East,Adult (36-55),17201,15,5.17,High,Other,bangalore,tamil nadu,12.9716,77.5946,1552.976357,city_only,12.9716,77.5946
Cybercrime,Medium,12-03-2021,06:45,Wednesday,5,2023,Night,Jaipur,Rajasthan,Central,Senior (56+),29437,25,0.14,Medium,Female,jaipur,karnataka,26.9124,75.7873,1968.881219,city_only,26.9124,75.7873
Fraud,Critical,18-06-2023,15:13,Sunday,4,2022,Morning,Bangalore,Karnataka,North,Adult (36-55),28746,97,15.98,Low,Male,bangalore,uttar pradesh,12.9716,77.5946,1932.797832,city_only,12.9716,77.5946
Cybercrime,Critical,21-05-2025,13:32,Saturday,6,2025,Morning,Pune,Maharashtra,South,Adult (36-55),16989,63,2.25,Low,Female,pune,gujarat,18.5204,73.8567,813.098262,city_only,18.5204,73.8567
Cybercrime,Critical,26-08-2023,13:27,Friday,4,2025,Morning,Mumbai,Maharashtra,South,Senior (56+),13278,47,12.33,Medium,Male,mumbai,telangana,19.076,72.8777,1820.214561,city_only,19.076,72.8777
Burglary,Critical,09-04-2023,03:20,Sunday,2,2023,Evening,Ahmedabad,Gujarat,Central,Senior (56+),5258,58,1.12,Low,Other,ahmedabad,maharashtra,23.0225,72.5714,473.1835347,city_only,23.0225,72.5714
Vandalism,Medium,06-04-2025,14:26,Sunday,5,2025,Afternoon,Chennai,Tamil Nadu,Central,Young Adult (20-35),24651,69,6.17,Low,Male,chennai,gujarat,13.0827,80.2707,2236.874028,city_only,13.0827,80.2707
Theft,Medium,08-01-2021,13:15,Wednesday,6,2021,Night,Bangalore,Karnataka,Central,Young Adult (20-35),19849,73,2.97,Low,Other,bangalore,rajasthan,12.9716,77.5946,1121.752413,city_only,12.9716,77.5946
Robbery,Low,02-03-2024,15:54,Friday,5,2022,Night,Hyderabad,Telangana,East,Child (0-12),17690,68,5.25,Low,Female,hyderabad,telangana,17.385,78.4867,2.381667163,city_state,17.385,78.4867
Burglary,Low,25-03-2025,14:55,Sunday,3,2025,Evening,Hyderabad,Telangana,Central,Young Adult (20-35),13320,21,5.16,Medium,Female,hyderabad,west bengal,17.385,78.4867,1489.708192,city_only,17.385,78.4867
Fraud,Low,24-07-2025,07:13,Friday,8,2023,Afternoon,Lucknow,Uttar Pradesh,South,Child (0-12),8296,48,11.97,Medium,Other,lucknow,rajasthan,26.8467,80.9462,1930.105402,city_only,26.8467,80.9462
Assault,Low,26-01-2024,04:38,Tuesday,7,2023,Morning,Ahmedabad,Gujarat,East,Adult (36-55),18415,14,4.22,Low,Female,ahmedabad,gujarat,23.0225,72.5714,4.944523294,city_state,23.0225,72.5714
Cybercrime,Medium,13-05-2024,08:32,Monday,3,2024,Evening,Ahmedabad,Gujarat,West,Adult (36-55),15824,20,8.28,High,Male,ahmedabad,gujarat,23.0225,72.5714,6.050584269,city_state,23.0225,72.5714
Assault,High,24-03-2023,15:54,Sunday,12,2021,Afternoon,Mumbai,Maharashtra,West,Adult (36-55),29793,3,16.19,Low,Male,mumbai,maharashtra,19.076,72.8777,3.10209002,city_state,19.076,72.8777
Assault,High,26-02-2021,04:55,Friday,10,2025,Evening,Pune,Maharashtra,West,Young Adult (20-35),10139,42,0.36,Low,Female,pune,tamil nadu,18.5204,73.8567,2105.505405,city_only,18.5204,73.8567
Drug Offense,Medium,09-12-2023,12:07,Friday,1,2025,Afternoon,Chennai,Tamil Nadu,West,Senior (56+),25437,78,15.31,Medium,Male,chennai,west bengal,13.0827,80.2707,2317.130142,city_only,13.0827,80.2707
Assault,Medium,24-07-2023,01:42,Friday,4,2023,Evening,Delhi,Delhi,North,Adult (36-55),26516,48,4.26,Medium,Female,delhi,uttar pradesh,28.6139,77.209,531.6432621,city_only,28.6139,77.209
Drug Offense,High,21-04-2025,20:12,Friday,4,2023,Afternoon,Bangalore,Karnataka,West,Teen (13-19),21500,22,16.06,High,Male,bangalore,telangana,12.9716,77.5946,478.1302603,city_only,12.9716,77.5946
Burglary,High,29-10-2023,21:02,Tuesday,12,2023,Afternoon,Mumbai,Maharashtra,West,Adult (36-55),23832,21,17.14,High,Male,mumbai,telangana,19.076,72.8777,296.5919679,city_only,19.076,72.8777
Theft,Critical,13-04-2022,04:07,Saturday,12,2024,Night,Hyderabad,Telangana,South,Child (0-12),18426,80,17.63,Low,Female,hyderabad,telangana,17.385,78.4867,5.754702681,city_state,17.385,78.4867
Cybercrime,Medium,09-06-2023,07:14,Monday,11,2023,Night,Mumbai,Maharashtra,West,Senior (56+),28609,39,0.59,Medium,Other,mumbai,tamil nadu,19.076,72.8777,817.0210684,city_only,19.076,72.8777
Cybercrime,Medium,19-05-2024,19:33,Wednesday,4,2023,Afternoon,Kolkata,West Bengal,West,Teen (13-19),13214,50,15.62,Low,Male,kolkata,maharashtra,22.5726,88.3639,703.781804,city_only,22.5726,88.3639
